level,reading,writing,page,column,entry_no,needs_review,review_reason,ocr_context
N1,まぬがれる,免れる,733,right,40,,,"| 40 |まぬがれる【免れる】 / i 人下っ) 免,避免,擺脫 / せきにん まぬが"
N1,もほう,模條,733,right,41,,,"| 41 | もほう【模條】 / i 歸他吃 模仿,仿照,仿效 / :    も ほうはん ふせ"
N1,ゆうかい,誘拐,733,right,42,,,"| 42 |ゆうかい【誘拐】 / i 全:他 揚騙,誘攪,綁架 / i   こども ゆうかい"
N1,いぎ,異議,734,left,00,,,"0 |いぎ【異議】            1 / 名 異議,不同的意見        | ・"
N1,かんい,簡易,734,left,02,,,"02 | かんい【簡易】           i / 名形動 簡易,簡單,簡便       La / かん い きいばんしょ                             :  0"
N1,けいばつ,刑六,734,left,03,,,03 |けいばつ【刑六】          1 / 名 刑罰              1
N1,けい,刑,734,left,04,,,"04 | けい【刑】               | / 多徒刑,刑罰           1 / けい  ふく                     由 1"
N1,けんじ,検事,734,right,,1,blank_entry_no,|けんじ【検事】 / (法) 検察官                              N1 / けん じ ちょうぅ   つと
N1,さつじん,殺人,734,right,,1,blank_entry_no,|さつじん【殺人】 / さつじん   おか / 殺人を犯す。
N1,さばく,裁く,734,right,,1,blank_entry_no,"|さばく【裁く】 / 裁判,審判;排解,從中調停,評理 / ざいにん   さば"
N1,しけい,死刑,734,right,,1,blank_entry_no,| しけい【死刑】 / 死刑 死罪 / し けい   しっこう
N1,しっこう,執行,734,right,,1,blank_entry_no,| しっこう【執行】 / 他) 執行 / し けい   しっこう
N1,しょうこ,証拠,734,right,,1,blank_entry_no,| しょうこ【証拠】 / ょまう 選    み / 証拠が見つかる。
N1,しょばつ,処前,734,right,,1,blank_entry_no,| しょばつ【処前】 / げんじゅう   しょばつ / 厳重に処罰する。
N1,せいさい,制裁,735,left,12,,,"12 | せいさい【制裁】 / 名・他サ) 制裁,懲治 / 園制裁在加又名"
N1,そしょう,訴訟,735,left,13,,,13 |そしょう【訴訟】 / そ しょう   お / 譯 起訴。
N1,たいけつ,対決,735,left,14,,,"14 | たいけつ【対決】 / 名店 對證,對質;較量,對抗 / たいけつ    さ"
N1,ちょうてい,調停,735,left,15,,,15 | ちょうてい【調停】 / 調停 / いさかいを調停する。
N1,とりしらべる,取り調べる,735,left,16,,,16 | とりしらべる【取り調べる / 下つ 調査 ・ 偵査 / ようぎしゃ 。 と Le
N1,ばいしょう,賠償,735,left,17,,,17 | ばいしょう【賠償】 / 賠償 / ばいしょうせいきゅう
N1,はんけつ,判決,735,left,18,,,"18 | はんけつ【判決】 / (法)判決; (是非直曲的)判斷 / 鑑定,評價"
N1,ベんご,弁護,735,right,19,,,"19 | ベんご【弁護】 / | 所也9 辯護,辯解;(法)辯護 / :    べん ご    い らい"
N1,ほうてい,法廷,735,right,20,,,| 20 |ほうてい【法廷】 / . | @ (法)法庭 / : ほうてい しんリり
N1,あくどい,,736,left,01,1,blank_writing;suspicious_writing,"01 | あくどい                        | / (顔色)太濃艶 : (味道)太用 : (行為) it( / 太過份讓人討厭,惡毒"
N1,あせる,焦る,736,left,02,,,02 | あせる【焦る】 / 人5 急忠・著急・ 多忙        1 / あせ   しっぱい                 は
N1,あんじ,暗示,736,left,03,,,"03 | あんじ【暗示】            1 / 室-他サ) 暗示,示意,提示          生 / 図暗示をかける。"
N1,いきちがい・ゆきちがい,,736,left,04,1,blank_writing;suspicious_writing,"04 |いきちがい・ゆきちがい / 【行き違い】 6 / 銀 走公開 : (聯繫)弄錯,威情失和, ;i[【"
N1,いじ,意地,736,left,05,,,"05 |いじ【意地】              1 / 名 (不好的)心術・用心 : 固執・師強, j;和8 / 意気用事 : 志気 得強心      |"
N1,いたわる,労る,736,right,06,,,"6 | いたわる【労る】 / 形 照顧 ,關懷;功勞;慰勞 ,安慰;(文) / 病"
N1,いっしんに,一心に,736,right,07,,,7 | いっしんに【一心に】 / ) 専心 一心一意 / いっしん   かみ   いの
N1,いっしん,一新,736,right,03,,,3 |いっしん【一新】 / -自他ず) 刷新 ・ 革新 / き ぶん   いっしん
N1,うけみ,受け身,736,right,,1,blank_entry_no,) |うけみ【受け身】 / 被動・守勢・招架 : (語法)被動式 / ラク    み
N1,うちあける,打ち明ける,736,right,,1,blank_entry_no,) | うちあける【打ち明ける】 / トドつ 吐露・坦白老買説 / ひ みつ   う    あ
N1,うわき,浮気,737,left,11,,,"11 |うわき【浮気】 / 名.自サ・形動) 見異思天,心猿意馬;,外崗 / うわ き"
N1,うわのそら,上の空,737,left,12,,,"12 | うわのそら 【上の空】 / |         名・形動) 心不在焉,漫不經心 / うわ   そら"
N1,うんざり,,737,left,13,1,blank_writing;suspicious_writing,"13 | うんざり / (一-形動・自サ) 厭膩,厭煩, (興趣)索然 / ごと        いや"
N1,えぐる,,737,left,14,1,blank_writing;suspicious_writing,"14 |えぐる / 天 挖;深挖,追究;(喻)挖苦,刺痛 / こころ"
N1,おいこむ,追い込む,737,left,15,,,"15 | おいこむ【追い込む】 / 他お 趕進;逼到,人迫陷入;緊要,最和 / 關頭加把勁;緊排,縮排(文字);讓(3"
N1,おだてる,,737,left,16,1,blank_writing;suspicious_writing,16 | おだてる / 圏 おだてても無駄だ。 / 謀 拍馬屁也沒用。
N1,おもちいつめる,思い詰める,737,left,17,,,17 | おもちいつめる【思い詰める / 旬下っ 想不開・ 錯牛角矢 / 736 | 心・内心⑪
N1,心・内心⑪,,737,left,36,1,blank_writing;suspicious_writing,736 | 心・内心⑪
N1,かばう,底う,737,right,48,,,"| 48 |かばう【底う】 / | @ 庇護,祖護,保護"
N1,かんがい,感居,737,right,19,,,| 19 |かんがい【感居】 / . 1 會威慨
N1,かんど,感度,737,right,20,,,"| 20 |かんど【感度】 / . 1 @ 敏威程度,靈敏性"
N1,きあい,気合い,737,right,21,,,"| 21 |きあい【気合い】 / ; 全 運氣,運氣時的聲音,吶喊;(聚精"
N1,きがおもい,気が重い,737,right,22,,,| 22 | きがおもい【気が重い】 / i 0 心情沈重
N1,きがきでない,気が気でない,737,right,23,,,"| 23 | きがきでない【気が気でない】 / i 人 焦慮,坐立不安"
N1,きがすむ,気が済む,738,left,24,,,24 |きがすむ【気が済む】 / 滴意・心情評夫 / や       き   す                 :
N1,きがね,気兼ね,738,left,25,,,"25 | きがね【気兼ね】           i【 / 自多 多心,客氣,拘束       1 / 329きんじょ 。 き が              :"
N1,きがむく,気が向く,738,left,26,,,26 | きがむく【気が向く】   1R / き   む       き                 5 / 団気が向いたら来てください。
N1,きがる,気軽,738,left,27,,,"27 | きがる【気軽】 【 / 8 坦率,不受拘束;爽快;隨便     i 加 / き がる はな               :"
N1,きごころ,気心,738,left,28,,,"28 | きごころ【気心】           | / 宮 性情,脾氣                   ; 回 / き こころ   し     ゆうじん                3 呈"
N1,きっぱり,,738,left,29,1,blank_writing;suspicious_writing,"29 | きっぱり ( / 軋自9 乾脆,斬釘截鐵;清楚,明確 『E / 団きっぱり断る。                點"
N1,きまりわるい,きまり悪い,738,left,30,,,"30 | きまりわるい【きまり悪い】 1 / 畫 趕不上的意思;不好意思,拉不下 iE / 受・難為情・害差徐放       i 點"
N1,きょうかん,共感,738,right,,1,blank_entry_no,"|きょうかん【共感】         2 / 自サ) 同咸,同情,共鳴                  心 / 二3還人 。 おぼー                               理"
N1,きょうしゅう,郷和,738,right,,1,blank_entry_no,"|きょうしゅう【郷和】 / 鄉愁,想念故鄉;懷念,思念 / きょうしゅう   おほぼ"
N1,きよらか,清らか,738,right,,1,blank_entry_no,|きよらか【清らか】 / 5 没有汚垢 : 清激秀豚 : 清激 / きよ に        お がわ
N1,ここち,心地,738,right,,1,blank_entry_no,"| ここち【心地】 / 心情,威覺 / ここち      かぜ"
N1,こころえ,心得,738,right,,1,blank_entry_no,"| こころえ【心得】 / 知識'經驗'體會;規章制度,須知; / 級代行上級職務)代理・皿代"
N1,こころがける,心掛ける,738,right,,1,blank_entry_no,"| こころがける【心掛ける】 / つ 留心,注意,記在心裡 / けんこう   ここ2 が"
N1,こころがけ,心掛け,739,left,37,,,"37 | こころがけ【心掛け】 / @) 留心,注意;努力,用心;人品 / 風格"
N1,こころづかい,心遣い,739,left,39,,,"39 | こころづかい【心遣い】 / 人 關照,關心,照料 / あたた   こころるづか"
N1,こころづよい,心強い,739,left,40,,,40 | こころづよい【心強い】 / 原 因為有可依靠的對象而威到安心 / 有信心・有把握
N1,こめる,込める,739,left,41,,,"41 | こめる【込める】 / 裝填;包括在內,計算在內 : / 中(精力) ,貫注(全神)"
N1,さっかく,錯覚,739,left,42,,,"42 | さっかく【錯覚】 / 各自 錯覺;錯誤的觀念;誤會,誤誰 / さっかく  お"
N1,さわる,障る,739,left,43,,,43 | さわる【障る】 / 信 妨胡・阻大・障記 : 有震影響・有 / 738 | 心・内心②
N1,心・内心②,,739,left,38,1,blank_writing;suspicious_writing,738 | 心・内心②
N1,じぜん,慈善,739,right,45,,,145 | じぜん【慈善】 / る 慈善 / 8   じ ぜんだんたい しきん う
N1,じそんレん,自尊心,739,right,04,,,| 4 | じそんレん【自尊心】 / i る) 自尊心 / H   じ そんしん つよ
N1,i471したごころ,下心,739,right,,1,blank_entry_no;suspicious_reading,"i 47 1したごころ【下心】 / i @) 内心 ・本心別有用心 ,企圖 ・(特指) / i 壞心腸"
N1,しゅうちゃく,執着,739,right,48,,,| 48 |しゅうちゃく【執着】 / | 外 丸穏・留角・不背捨研・畔 / :    い しゅうちゃく
N1,じょうちょ,情緒,739,right,49,,,") 49 | じょうちょ【情緒】 / | る) 情緒,情趣,風趣 / 1     じょうちょ ふ あんてい"
N1,じょう,情,740,left,50,,,50 |じょう【情】                 1 56 / 中 情・情感 同情心情 表情: ji 旭 / 情慾                      ; 跟
N1,じりつ,自立,740,left,51,,,51 | じりつ【自立】          | 57 / 名:自サ) 自立 猫立 にで / じ りつ     はたら                           :
N1,しんじょう,心情,740,left,52,,,52 |しんじょう【心情】              se / る 心情               i 爸 / Lee人                    : 振
N1,すがすがしい,清清しい,740,left,54,,,"54 |すがすがしい【清清しい】 ;a / 彩 清爽 , 心情舒暢; 爽快       : 則 / き も              :"
N1,そう,添う,740,right,,1,blank_entry_no,"| そう【添う】 / 增添,加上,添上;緊跟,不離地  N1 / 結成夫妻一起生活 ・ 結婚"
N1,そうかい,爽快,740,right,,1,blank_entry_no,| そうかい【爽快】                   本 / 2 爽快 / さぶん そうかい
N1,たんちょう,単調,740,right,,1,blank_entry_no,"| たんちょう【単調】 / 練) 單調,平庸,無變化 / こんちょう   せいかつ   はじ"
N1,ちょっかん,直感,740,right,,1,blank_entry_no,"| ちょっかん【直感】 / gう 直覺,直威;直接觀察到 / ょっか.   はたら"
N1,つうかん,痛感,741,left,62,,,62 | つうかん【痛感】 / 名・他ず) 痛感 深切地威受到 / ちから   さ    つうかん
N1,つくグマ,,741,left,63,1,blank_writing;suspicious_writing,63 | つくグマ / 便 仔細 : 痛切 深切 : (古)果果・果多 / なが
N1,つっぱる,突っ張る,741,left,64,,,"64 |つっぱる【突っ張る】 / 條五) 堅持 ・ 固執 : (用手)推頂 : 繝緊 / 板起 : 抽筋 , 劇痛"
N1,テンション,tension,741,left,67,,,67 |テンション 【tension】 / @ 緊張 ・ 激動緊張 / テンションがあがる。
N1,どうかん,同感,741,left,68,,,"68 | どうかん【同感】 / 名・自 同威,同意,贊同,同一見解 / 740 | 心、內心(3)"
N1,とうてい,到底,741,right,70,,,70 | とうてい【到底】 / | 便 (下接否定 語気強)無諭名何了・ / i 怎麼也
N1,とうとい,尊い,741,right,71,,,"| 71 |とうとい【尊い】 / ..| gW 價值高的,珍貴的,寶貴的,可貴的 / 及   ぎせい はら"
N1,上大名,尖色,741,right,73,,,"| 73 |上大名【尖色】 / -… | 5 尖;(神經)緊張;不高興,冒火 / しんけい"
N1,トラウマ,trauma,741,right,74,,,"74 | トラウマ【trauma】 / -… 1 @ 精神性上的創傷,威情食傷,情結 / | 創傷    ー"
N1,どんかん,鈍感,742,left,75,,,75 |どんかん【鈍感】               i / 衝-陳) 對事情的威覺或反應遲鈍; 反應 / どんかん おとこ                          1
N1,ないしょ,内緒,742,left,07,,,"7 |ないしょ【内緒】      | / き 虎革別人,秘密 / ないしょばなし                             5"
N1,ないしん,内心,742,left,77,,,"77 |ないしん【内心】           | / 生生內心,心中                       1 / ないしん                               H"
N1,なごり,名残,742,left,78,,,78 |なごり【名残】                  上 / る (臨別時) 難分難捨的心情・依鐵 :   : / な ごり    お                                 日
N1,なさけぶかい,情け深い,742,left,07,,,"7 |なさけぶかい【情け深い】 / 靖 , 有同情心的様子:熱心腸: / 較情け深い人が多い。      |」"
N1,なさけ,情け,742,left,80,,,"80 | なさけ【情け】             1 ( / る 仁慈 同情:人情 ,情義:(男女溼情, |! / 愛情                                  i  '"
N1,なれ,慣れ,742,right,01,,,1 | なれ【慣れ】 / 5) 習慣 熟習             NT1 / な                 ゆ だん
N1,なんだかんだ,,742,right,02,1,blank_writing;suspicious_writing,2 | なんだかんだ                         1 / 和                威 / 叶 這樣那樣;這個那個                        情
N1,なんでもかんでも,,742,right,03,1,blank_writing;suspicious_writing,3 | なんでもかんでも / 何でもかんでも】 / 時一切 仕謙都…・ 全部… : 無論如
N1,にんじょう,人情,742,right,04,,,4 | にんじょう【人情】 / ) 人情味・ 同情心 : 愛情
N1,ねつい,熱意,742,right,05,,,"5 | ねつい【熱意】 / ) 熱情,熱忱"
N1,ねんいり,念入り,742,right,06,,,6 | ねんいり【念入り】 / ) 精心 き 用心
N1,のどか,,743,left,87,1,blank_writing;suspicious_writing,"87 | のどか / 形動 安靜悠閒;舒適,閒適;天氣晴朗 , / 氣溫適中;和煦"
N1,はじらう,恥じらう,743,left,88,,,"88 |はじらう【恥じらう】 / 他互 害闔,羞澀 / は         すがた かわい"
N1,はじる,恥じる,743,left,89,,,89 | はじる【恥じる】 / 自上人 害羞;慚愧 / しったい    は
N1,はじ,取,743,left,90,,,"90 | はじ【取】 / @ 恥辱,羞恥,丟臉 / はじ"
N1,はんのう,反応,743,left,91,,,"91 | はんのう【反応】 / 名:邊ゆ (化學)反應;(對刺激的)反應 / 反響,效果"
N1,びんかん,敏感,743,left,92,,,"“92 |びんかん【敏感】 / 名.形動) 敏威,威覺敏銳 / びんかん   はだ    あ"
N1,ファイト,fight,743,right,93,,,| 93 |ファイト【fight】 / i @ 戦門・捕門・門事 : 門志・戦門精神 / i 加77了上 !
N1,ふじゅん,不純,743,right,97,,,| 97 |ふじゅん【不純】 / | R0e / 1     ふじewん どうき かく
N1,ふたん,負担,743,right,98,,,| 98 | ふたん【負担 / i 所.凶作 背負;負擔 / :     ふ たん 。 けいげん
N1,プレッシャー,pressure,744,left,00,,,"100 | プレッシャー【pressure】    | / き 壓強,'壓力,強制,緊迫 / 団ブプレッシャーがかかる。"
N1,へいじょう,平常,744,left,01,,,101 | へいじょう【平常】          | / ミ 普通・ 平常・平素・往常     還 / へいしょうしん 。 うしな           :
N1,へいぜん,平然,744,left,02,,,"102 | へいぜん【平然】          : / 強 沉著,冷靜;不在乎;坦然    | / へいぜん                       :"
N1,ぼうぜん,呆然,744,left,03,,,"103 | ぼうぜん【呆然】          | / 到 茫然,呆然,呆呆地 / ぼうぜん た   と"
N1,ほろにがい,ほろ苦い,744,left,04,,,104 | ほろにがい【ほろ苦い】 / 多 稍苦的                    | / にが 。 おも で              3
N1,ほんき,本気,744,left,05,,,"105 | ほんき【本気】 | / 名-有和勁 真的,真實;認真      : / ほん き        はたら                |"
N1,ほんね,本音,744,right,06,,,"06 | ほんね【本音】 / 3 真正的音色;真話,真心話      N1 / ほん ね    はな"
N1,ほんのう,本能,744,right,07,,,07 | ほんのう【本能】                     1 / ) 本能               情 / ほんのう   うな
N1,まごころ,真心,744,right,08,,,08 | まごころ【真心】 / ) 真心 誠心誠意 / ま こころ    こ      はたら
N1,まごつく,,744,right,09,1,blank_writing;suspicious_writing,"09 | まごつく / 切 慌張 ,驚慌失措 ,不知所措;徘徊, / 徨"
N1,まめ,,744,right,10,1,blank_writing;suspicious_writing,"10 |まめ / -形動) 勤快,勤肯;忠實,認真,表裡 / -致・誠超"
N1,マンネリ,mannerism 之略,744,right,01,,,"i1 | マンネリ【mannerism 之略】 / ) 因循守舊,墨守成規,千篇一律,老套 / おちい"
N1,みだす,乱す,745,left,12,,,"112 | みだす【乱す】 / @ 弄亂,攪亂 / 回秩序在亂二,"
N1,みだれる,乱れる,745,left,13,,,"113 | みだれる【乱れる】 / 叶つ 亂,凌亂;紊亂,混亂 / ふくそう   みだ"
N1,みれん,未練,745,left,14,,,"114 | みれん【未練】 / 名-形動 不熟練,不成熟;依戀,戀戀不 / 捨;不乾脆,怯丑"
N1,なかんしん,無関心,745,left,15,,,115 | なかんしん【無関心】 / 名-形動) 不關心;不咸興趣 / む かんしん よそお
N1,ものたりない,物足りない,745,left,16,,,116 | ものたりない【物足りない / 威覺缺少什麼而不滿足 : 有択収・フ / 完美 : 美中不足
N1,もりあがる,盛り上がる,745,left,17,,,"117 | もりあがる【盛り上がる】 / 條5 (向上或向外)鼓起 隆起 : (情緒 / 要求等)沸脆,高漲"
N1,やけに,,745,left,18,1,blank_writing;suspicious_writing,118 | やけに / 動 (俗)非常・入・ 特別 / 744 | 心、內心 (5)
N1,やしん,野心,745,right,19,,,| 119 | やしん【野心】 / i る 野心 雄心 : 陰謀 / :   やゃしん 。 和
N1,やわらぐ,和らく,745,right,20,,,"| 120 |やわらぐ【和らく】 / 和合 變柔和,和緩起來 / : 。。 いか   やわ"
N1,ゆうえつ,優越,745,right,21,,,| 121 |ゆうえつ【優越 / i 寢:自功 優越 / :   ゆうえつかん ひた
N1,ゆうかん,勇敢,745,right,22,,,| 122 | ゆうかん【勇敢】 / 名形生勇敢 / ゆうかん た   む
N1,秒3p<,誘惑,745,right,23,1,suspicious_reading,| 123 |秒3p<【誘惑】 / |人:他 誘惑;引誘 / あま ゆうわく か
N1,ゆさぶる,掘さぶる,745,right,24,,,| 124 |ゆさぶる【掘さぶる】 / 3   こころ ゆ / | 圏心が揺さぶられる。
N1,ゆとり,,746,left,25,1,blank_writing;suspicious_writing,"125 |ゆとり / 合餘地,寬裕            |"
N1,ゆるむ,緩む,746,left,26,,,"126 | ゆるむ【緩む】            i / 全 鬆散,緩和,鬆弛        本 / きんちょうかん ゆる                       :"
N1,ようじんぶかい,用心深い,746,left,27,,,"127 | ようじんぶかい【用心深い】 圖? / 父 十分小心,十分謹慎        i 品 / ようじんぶか 。 こうどう                     :"
N1,りせい,理性,746,left,28,,,128 | りせい【理性】 / 仿 理性                              ; 主 / り せい うしな                  :
N1,りょうしん,良心,746,left,29,,,129 | りょうしん【良心】            請 / る 良心               i 國 / りょうし     ) しゃ    た                   :
N1,ロマンチック,romantic,746,left,30,,,"130 |ロマンチック【romantic】 @ / 到 浪漫的,傳奇的,風流的,神祕的 3; / かんが          :"
N1,あきらめ,諦め,746,right,,1,blank_entry_no,"| あきらめ【諦め】                 回 / 斷念,死心,達觀,想得開               電 / あきらめがつかない。                  成"
N1,あとまわし,後回し,746,right,,1,blank_entry_no,| あとまわし【後回し】 / あとまわ
N1,いこう,意向,746,right,,1,blank_entry_no,| いこう【意向】 / 打算 ・意園 意向
N1,いし,意思,746,right,,1,blank_entry_no,| いし【意思】 / 訪思・ 想法・打算 / い      つあ
N1,いどむ,挑む,746,right,,1,blank_entry_no,"| いどむ【挑む】 / 5 挑戰;找辜;打破紀錄,征服; / 『・調情"
N1,いと,意図,747,left,07,,,"07 | いと【意図】 / 各-他切 心意,主意,企圖,打算 / い と  かく"
N1,いのり,祈り,747,left,08,,,"08 |いのり【祈り】 / 人 祈禱,禱告 / いの   ささ"
N1,いよく,意欲,747,left,09,,,09 | いよく【意欲】 / @) 意志・ 熱情 / い よく  も
N1,うちこむ,打ち込む,747,left,10,,,"10 | うちこむ【打ち込む】 / お 打進,釘進;射進,扣殺;用力扣 / 到 : 猛撲・ (園棋)攻入翌方陣地 : 瀧水"
N1,おかす,冒す,747,left,11,,,11 | おかす【冒す】 / 凶便 冒著 ・ 不願 : 置充 / き けん  おか
N1,おしきる,押し切る,747,left,12,,,12 | おしきる【押し切る】 / 人 切斷;排除(困難、反對) / お   き
N1,おもいきる,思い切る,747,left,13,,,13 | おもいきる【思い切る】 / 天 断念 死心 / 746 | 意志(1)
N1,意志(1,,747,left,46,1,blank_writing;suspicious_reading;suspicious_writing,746 | 意志(1)
N1,おろそか,疎か,747,right,14,,,| 14 | おろそか【疎か】 / 吧 將該做的事放置不管的樣子忽略; / | 圏仕事をおろそかにする。
N1,かためる,固める,747,right,15,,,"15 | かためる【固める】 / i @⑯Tつ (使物質等)凝回,堅硬;堆集到 / | 一處;堅定,使崔固;加強防守;使安"
N1,かなえる,叶える,747,right,16,,,| 16 |かなえる【叶える】 / i 候Fつ 使…建到(目的) 満足…的原 / 図 夢をかなえる。
N1,きよ,寄与,747,right,07,,,"7 |きよ【寄与】 / | 找:自作 貢獻,奉獻,有助於 / 上   せ かいへい わ   き よ"
N1,けしさる,消し去る,747,right,19,,,19 | けしさる【消し去る】 / i @ 消滅・消除 / 3  きおく け さきさ
N1,けつい,決意,748,left,20,,,"20 |けつい【決意】             i【 / 所9決心,決意;下決心     | / けつ い    ひょうめい                             :"
N1,けっこう,決行,748,left,21,,,"21 |けっこう【決行】        1【 / る-でう 斷然實行,決定實行     1了 / う てんけっこう ていげん             提議"
N1,こうじょう,向上,748,left,22,,,"22 | こうじょう【向上】      【 / 生計 向上,進步,提高      1 / こうじょうしん 二二                 :"
N1,こうちょう,好調,748,left,23,,,"23 |こうちょう【好調】       | / 筆友) 順利,情況良好       二 / ぜっこうちょう                    人"
N1,こころざし,志,748,left,24,,,24 | こころざし【志】 / 包 志願・志向・意園 厚意・盛情: || / 表達心意的禮物 : 略表心意      |!
N1,こころざす,志す,748,left,25,,,"25 | こころざす【志す】         | / 信5 立志,志向,志原       1 / 図医者を志す。         同"
N1,こんき,根気,748,left,02,,,2 | こんき【根気】 / 人 耐性・毅力・ 精力
N1,しいて,強いて,748,right,,1,blank_entry_no,| しいて【強いて】           回 / 強迫;勉強 : 一定…         心 / し    い    かれ 。 す      おぉも      理
N1,しいる,強いる,748,right,03,,,"3 | しいる【強いる】 / つ 強迫,強使 / く せん   し"
N1,じっせん,実践,748,right,,1,blank_entry_no,"> | じっせん【実践】 / -他9 實踐,自己實行 / じっせん  うつ"
N1,しのぐ,凌ぐ,748,right,00,,,"0 | しのぐ【凌ぐ】 / 所 忍耐,忍受,抵禦;躲避,排除; / 過,擺脫,應付,冒著;凌駕,超過"
N1,しゅどう,主導,748,right,01,,,1 | しゅどう【主導】 / ・他サ 主導; 主動 / しゅどうせい  はっ き
N1,しょうきよ,消去,748,right,02,,,"2 |しょうきよ【消去】 / 正人ず) 消失,消去,塗掉;(數)消去法 / ] 文字を消夫する。"
N1,しんぼう,卒抱,749,left,33,,,"33 | しんぼう【卒抱】 / 客.自泡 忍耐,忍受;(在同一處)耐,耐 / 心工作      |"
N1,すんなり(と,,749,left,34,1,blank_writing;suspicious_writing,"34 | すんなり(と) / 出自 苗條・細長・ 柔軟又有弾力 : 砺 / 利,容易,不費力"
N1,せいいっぱい,精一杯,749,left,35,,,35 | せいいっぱい【精一杯】 / 叉重・動 竭盡全力 / せいいっぱいがん ば
N1,たいぼう,待望,749,left,36,,,36 | たいぼう【待望】 / たいぼう   あめ    ふ / 待望の雨が降った。
N1,たえる,耐える,749,left,37,,,"37 | たえる【耐える】 / 自信 忍耐 ,忍受 ,容忍;擔負 :禁得住 / (堪える) (不)值得, (不)堪"
N1,たんとうちょくにゅう,単刀直/,749,left,38,,,38 | たんとうちょくにゅう【単刀直/ / 名形動) 一人揮刀衝入敵陣;直截了當 / たんとうちょくう 。 い
N1,意志(2,,749,left,48,1,blank_writing;suspicious_reading;suspicious_writing,748 | 意志(2)
N1,ちゃくもく,着目,749,right,39,,,"39 | ちゃくもく【着目】 / 客,自幼 著眼'注目;著眼點 / らい ちゃeくもく"
N1,ちゅうとはんぱ,中途半端,749,right,40,,,"i 40 |ちゅう とはんぱ【中途半端】 / i 作動)半途而廢,沒有完成,不夠徹底 / ちゅう と はん ば         かた"
N1,ちょうせん,挑戦,749,right,41,,,141 |ちょうせん【挑戦】 / 1 (:肌ゆ 挑戰 / 5    ちょうせん おう
N1,ちょくめん,直面,749,right,42,,,"| 42 |ちょくめん【直面】 / i :貞め 面對,面臨 / :   き き  ちょくめん"
N1,つらぬく,貫く,749,right,45,,,"】i 45 |つらぬく【貫く】 / i お 穿,穿透,穿過,貫穿 ;貫徵,達到 / いっしょう 店"
N1,でなおし,出直し,750,left,46,,,46 |でなおし【出直し】 / 、 名回去再來・重新再來 / げんてん 。 、 でなお                1
N1,とどめる,,750,left,47,1,blank_writing;suspicious_writing,"47 | とどめる        | / 息F王 停住;阻止;留下 ,遺留;止於(某 | / こころ                       :"
N1,なげだす,投げ出す,750,left,48,,,"48 | なげだす【投げ出す】 / お 拋出,扔下;拋棄,放棄;拿出, / 廈出,獻出             1"
N1,にんたい,忍耐,750,left,49,,,49 | にんたい【忍耐】 / 偏忍而              Ha / にんたいづよ    うら    わす          5
N1,ねばり,粘り,750,left,50,,,"50 | ねばり【粘り】         | / @黏性,黏度;堅韌頡強      | / ねば                        3 ・"
N1,ねばる,粘る,750,left,51,,,"51 | ねばる【粘る】 / 人お 黏;有耐性,堅持        | | / さい ご    ねば                 1"
N1,ねんがん,念願,750,left,52,,,52 | ねんがん【念願】           | / 名・他ず) 願常 ・ 心願 / 「
N1,のぞましい,望ましい,750,right,03,,,"3 |のぞましい【望ましい】    29 / 2 所希望的 : 希望那様 理想的 : 最  心 / 的,                                        理"
N1,はいじょ,排除,750,right,04,,,4 |はいじょ【排除】 / :・他 排除 ・ 消除 / もの   はいじょ
N1,はかい,破壊,750,right,05,,,5 | はかい【破壊】 / ・自他サ) 破壞 / かんきょう   は かい
N1,はげます,励ます,750,right,06,,,"6 | はげます【励ます】 / 下鼓勵,勉勵;激發;提高嗓門,聲 / “厲聲"
N1,はげむ,励む,750,right,07,,,7 | はげむ【励む】 / 到 努力 勤勉 / べんがく   はげ
N1,はたす,果たす,751,left,58,,,"58 | はたす【果たす】 / (人 完成・寅現・ 履行 : (接在動詞周 / 用形後)表示完了,全部等;(宗)還願"
N1,はんする,反する,751,left,59,,,59 | はんする【反する】 / 自功 違反; 相反;造反 / よ き  はん
N1,ひたすら,,751,left,60,1,blank_writing;suspicious_writing,60 | ひたすら / 仙) 只願一味 / えが つづ
N1,ひとくろう,一苦労,751,left,61,,,"61 | ひとくろう【一苦労】 / 名:自 費一些力氣,費一些力氣,操- / 些心"
N1,まちどおしい,待ち遠しい,751,left,02,,,e2 | まちどおしい【待ち遠しい / 玉 盼章能盡早實現而等待的樣子;] / 助己久的
N1,まちのぞむ,待ち望む,751,left,63,,,"63 | まちのぞむ【待ち望む】 / ⑯刀 期待,盼草 / ま   のぞ                   かんせい"
N1,みこみ,見込み,751,right,64,,,i 64 |みこみ【見込み】 / | 希刻可能性 : 預料・佑計・預定 / | 男見込みが薄い。
N1,やりとげる,遣りし遂げる,751,right,07,,,"7 |やりとげる【遣りし遂げる】 / i 5っ 徹底做到完,進行到底,完成 / も<ひょう 。 や  と"
N1,ようぼう,要望,751,right,68,,,"| 68 |ようぼう【要望】 / 。j @:他吃 要求,迫切希前 / ようぼう"
N1,よくぶかい,欲深い,751,right,09,,,"| e9 | よくぶかい【欲深い】 / i ⑯ 食而無厭,貪心不足的樣子 / よくぶか たの"
N1,あざわらう,喘笑う,752,left,02,,,02 | あざわらう【喘笑う】    1 / ひと  しっぱい  あざわら             3 。 / 人の失敗を瑞笑う。
