level,page,column,entry_no,headword,bracket,ocr_context
N3,358,left,12,さぴ,錆,12 | さぴ【錆】 6 / @ (金屬表面因氧化而生的)鏽; (轉)  | E / さび つ             點
N3,358,left,13,さんせい,酸性,13 | さんせい【酸性】          hp / @ (化)酸性            可 / にょう さんせい              :
N3,358,left,14,さんそ,酸素,14 | さんそ【酸素】            1 / さん そ                      H / 圏酸素マスクをつける。
N3,358,left,15,すいそ,水素,15 | すいそ【水素】             1 / すい   說                    : / 国水素を含む。          四
N3,358,left,16,せいぶん,成分,"16 | せいぶん【成分】          | 2 / @ (物質)成分 , 元素; (句子)成分;(數) | / 時半する、       | *"
N3,358,right,,たから,宝,"|たから【宝】                   9 / 財寶,珍寶;寶貝 ,金錢"
N3,358,right,,ちしつ,地質,| ちしつ【地質】 / (地)地質
N3,358,right,,つち,土,| つち【土】 / 土地 大地:土壌 土質:地面 地表:
N3,358,right,,つぶ,粒,"| つぶ【粒】 / 接尾) (穀物的)穀粒;粒,丸,珠;(數 / 而圓的東西)粒,滴,丸"
N3,358,right,,てつ,鉄,| てつ【鉄】 / 鐵
N3,358,right,,どう,銅,| どう【銅】 / く
N3,359,left,24,とうめい,透明,24 | とうめい【透明】 / (名・形動) 透明; 純潔・晶純 / とうめい              し き  生
N3,359,left,25,どく,毒,"25 | どく【毒 / (名・自す・江造) 毒,毒藥;毒害,有害 / 惡毒,毒辣"
N3,359,left,26,はなび,花火,26 | はなび【花火】 / はなび 。 う あ  、 / 花火を打ち上げる。
N3,359,left,27,はへん,破片,27 | はへん【破片】 / 負) 破片 砕片 / は へん    時 、治
N3,359,left,28,はめる,餅める,"28 | はめる【餅める】 / (他下ー) 峙上,鑲上;使陷入,欺騙; / 入,使沈入"
N3,359,left,29,がっしつ,物質,"29 | がっしつ【物質】 / 名 物質;(哲)物體,實體 / ぶっしつぶんめい   はったつ"
N3,359,left,30,ふる,古,30 | ふる【古】 / 358 | 能源、燃料
N3,359,right,01,ほうせき,宝石,| 1 |ほうせき【宝石】       ' / … ! @ 寶石 / :   ほうせき  かざ
N3,359,right,32,ほこり,境,"i 32 |ほこり【境】 / | る 灰塵,塵埃 / :  。 ほこり はら"
N3,359,right,34,やくひん,薬品,| 34 | やくひん【薬品】 / 1 @ 薬品 : 化學試剤 / :   か がくやくひん と あつか
N3,359,right,09,あげる,上げる,"| 9 | あげる【上げる】      「 / | (二自F二) 舉起,抬起,揚起 ,懸持, / | (從船上)人卸貨;增加;升遷;送入!"
N3,360,left,02,オイル,oil,02 | オイル 【oil】               1 【 / @ 油・油類 油唱・油書顔料 : 石油 Il / も                   H
N3,360,left,03,すいじょうき,水蒸気,"03 | すいじょうき【水蒸気】  【 / @ 水蒸氣;霧氣,水霧       本 / すいじょう き          だ                        :"
N3,360,left,04,すいぶん,水分,"04 | すいぶん【水分】              和 / @ 物體中的含水量; (蔬菜水果中的) jE【 / 液體,含水量,汁          點"
N3,360,left,05,すいめん,水面,05 | すいめん【水面】          1 / 人る) 水面                  : 上 / すいめん うぅう                   5
N3,360,left,06,せきたん,石炭,06 | せきたん【石炭】           | 區 / る 爆炭             i 加 / せきたん  も                   as
N3,360,left,07,せきゆ,石油,07 | せきゆ【石油】             : g / 負 石油             i 齊 / せきゆ さい<つっ                 |
N3,360,left,08,だんすい,断水,"08 | だんすい【断水】             | 圖 / (名・他サ・自) 斷水,停水               | 開 / 時"
N3,360,right,,ちょくりゅう,直流,") | ちょくりゅう【直流】 / ・自す) 直流電; (河水)直流,沒有彎 / 的河流 ;嫡系"
N3,360,right,,でんりゅう,電流,| でんりゅう【電流】 / (理) 電流 / でんりゅう   つう
N3,360,right,,でんりょよく,電力,| でんりょよく【電力】 / 電力 / でんりょく   きょうきゅう
N3,360,right,,とうゆ,灯油,| とうゆ【灯油】 / 燈油 : 爆油 / とう ゆ   うご
N3,360,right,,ばくはつ,爆発,"| ばくはつ【爆発】 / 自サ) 爆炸,爆發 / か やく   ばくはつ"
N3,361,left,15,はつでん,発電,15 | はつでん【発電】 / (名・他すず) 發電 / う> 。 はつっ      り よう
N3,361,left,17,ほのお,炎,17 | ほのお【炎】 / る 火始・火苗 / ほのお つつ
N3,361,left,18,ようがん,溶岩,18 | ようがん【溶岩】 / る (地)深央 / ようがん なが
N3,361,left,01,げんりょう,原料,01 | げんりょう【原料】 / 名 原料 / せき 妙   げんりょう
N3,361,left,02,コンクリート,concrete,02 | コンクリート【concrete】 / 団コンクリートが固まる。 / 詞 水泥上凝固。
N3,361,right,03,ざいもく,材木,"| 03 | ざいもく【材木】 / 3 @) 木材,木料 / 1 。。 ぎぃいも< えら ."
N3,361,right,04,ざいりょう,材料,04 |ざいりょう【材料】 / | @ 材料原料 ;研究資料數據 / H    ざいりょう
N3,361,right,05,セメント,cement,05 | セメント【cement】 / | の 水泥 / :              ぬ
N3,361,right,oe,どろ,泥,oe |どろ【泥】 / | (名: 混士 : 小偷 / :    どろ
N3,361,right,07,ビタミン,vitamin,"i 07 |ビタミン【vitamin】 / | 會 (醫)維他命,維生素 / | 遼ビタミンCに富む。"
N3,361,right,oe,もくざい,木材,"oe |もくざい【木材 / | @ 木材,木料 / けんちくよう     8"
N3,362,left,01,うちゅう,宇宙,01 |うちゅう【宇宙】         | / @ 宇宙 (哲)天地空間 : 天地古今 ji / Wうりょこう  もう  こ            H
N3,362,left,02,おせん,汚染,02 | おせん【汚染】            i 六 / (和 污染                  二 / たいき おせん もんだい            3
N3,362,left,03,かがやく,輝く,"3 |かがやく【輝く】      1 / (主)閃光 ,閃耀 ;洋溢;光榮 ,顯林  !.… / たいよう そら かがや"
N3,362,left,00,かんそく,観測,"0 | かんそく【観測】         | 世 / 觀察(事物) , (天體,天氣等) ;.. / 回天体丰觀測才名,             ie"
N3,362,left,,きあつ,気圧,|きあつ【気圧】 / “氣壓; (壓力單位)大氣壓 / 図 さぁっ 。 は だ              :
N3,362,right,,こうきあつ,高気圧,| こうきあつ【高気圧】 / 高氣壓
N3,362,right,,こうせん,光線,| こうせん【光線】 / 光線
N3,362,right,,たいき,大気,| たいき【大気】 / 大気 : 空気
N3,363,left,01,みかづき,三日月,1 | みかづき【三日月】 / る) 新月・ 月牙 新月形 / み かづき         かわい
N3,363,left,12,みちる,満ちる,12 | みちる【満ちる】 / (自よー) 充満 月急 ・ 月園 : (期限)満 / つき   み
N3,363,left,01,あけがた,明け方,"01 | あけがた【明け方】 / @ 黎明,拂曉 / あ   がた     べんきょう"
N3,363,left,02,あたたかい,暖かい,02 | あたたかい【暖かい】 / 手頭寬裕 / ふところ 。 あたた
N3,363,left,03,あらし,嵐,"03 | あらし【嵐】 / 名) 風暴,暴風雨 / あらし まえ しず      ただよ"
N3,363,left,04,いきおい,勢い,04 | いきおい【勢い】 / いきお     ま / 較 勢いを増す。
N3,363,right,05,いっそう,一層,"1 05 | いっそう【一層】 / | 側 更,越發 / :     いっそうさむ"
N3,363,right,06,おだやか,穏やか,| 06 | おだやか【穏やか】 / i (あ和平和 : 温和・安詳 : 種妥・種 / H     おだ        てん き    めぐ
N3,363,right,07,おとる,劣る,07 |おとる【劣る】 / i (五) 劣・不加・不及・比不上 / 8     きのう おと あつ
N3,363,right,08,おんだん,温暖,| 08 | おんだん 【温暖】 / ; (名・形動) 溫暖 / :     ちきゅうおんだんか ふせ
N3,363,right,09,かいせい,快晴,"| 09 | かいせい【快晴】 / | @ 晴朗,晴朗無雲 / :     てん き かいせい"
N3,363,right,10,かくべつ,格別,"| 10 | かくべつ【格別】 / i 轉 特別 顯著,格外;姑且不論 / :     きようう   さむ      かくべつ"
N3,363,right,11,かみなり,雷,| 11 | かみなり【雷】 / | @ 雷;雷神;大發雷霆的人 / _
N3,364,left,03,きこう,気候,3 |きこう【気候】             1 各 / @ 気候              | / きこう あたた              :
N3,364,left,04,きょうふう,強風,4 |きょうふう【強風】          |” / 入強風              | 回 / きょうふう 。 ふ                   : 譯
N3,364,left,05,ぐずつく,軒図つく,5 |ぐずつく【軒図つく】   | / 吧 陰天 ; 動作遲緩拖延       1 / て     < 才                     :
N3,364,left,,くずれる,有崩れる,"% |くずれる【有崩れる】        | 圖 / 畫3 月站 散去 ; 當敗 ,抽碎    |ー / 上天気が月れる。         | 2"
N3,364,left,07,こごえる,凍える,"7 |こごえる【凍える】           | / し ここ                   : / 了 手足放凍叉名,         |"
N3,364,right,,さす,差す,"|さす【差す】 / 5:前年)指・指示:使・叫,信, N2 / 做.:                                  四"
N3,364,right,,さむさ,寒さ,|さむさ【寒さ】                       象 / 寒冷 / さむ     ふる
N3,364,right,,さわやか,爽やか,"| さわやか【爽やか】 / ) (心情、天氣)爽朗的 ,清爽的;(聲 / 、口齒)鮮明的,清楚的,巧妙的"
N3,364,right,,じき,直,"| じき【直】 / 到) 直接;(距離)很近,就在眼前; / 間)立即,馬上"
N3,364,right,,しずまる,静まる,"| しずまる【静まる】 / ) 變平靜 平靜,平息;減弱;平靜 / 存在)"
N3,365,left,23,しずむ,沈む,"23 | しずむ【沈む】 / (計る) 況梁・沈入 : 西沈・ 下山 : 消沈 / 落魄,氣餒;沈淪"
N3,365,left,24,てる,照る,"24 | てる【照る】 / (于) 照耀,曬,晴天 / 點日該照名。"
N3,365,left,25,てんこう,天候,25 | てんこう【天候】 / @ 天気・天候 / てんこう   か
N3,365,left,27,にわか,,"27 | にわか / (-形突然 騒然: 立刻・馬上 / 陣子,臨時,暫時"
N3,365,left,28,ばいう,梅雨,28 | ばいう【梅雨】 / 人@ 梅雨 / ばい う ぜんせん   ていたい
N3,365,right,29,はれ,晴れ,| 29 | はれ【晴れ】 / | @ 晴天 : 隆重 : 消除嫌疑 / i           は    ひ
N3,365,right,02,ひざし,日差し,| s2 | ひざし【日差し】 / る 陽光照射・光線 / :   ひ ざ    あ
N3,365,right,33,ひのいり,日の入り,| 33 | ひのいり【日の入り】 / - の 日暮時分 日落・黄皆   _ / H   なつ ひ い    ここご 諸多
N3,365,right,34,ひので,日の出,“134 | ひので【日の出】 / | @ 日出(時分) / H   はつ ひ  で  み
N3,366,left,37,ふわっと,,37 | ふわっと                   | 圖 / 中全) 輕軟蓬鬆貌;輕飄貌     1 。
N3,366,left,38,まう,舞う,38 |まう【舞う】                   1 / 飛舞;舞蹈                                      : / ゆき  ま                      :
N3,366,left,39,めっきり,,"39 | めっきり                         | / 急變化明顯 , 顯著的,突然,劇烈   ま / さむ                         : 御"
N3,366,left,,ものすごい,物凄い,"* |ものすごい【物凄い】         全 / 工人 怖的,令人恐懼的;猛 | G / 四ものすご<寒い。"
N3,366,left,,ゆうだち,立,。 |ゆうだち【立】 / 3雷陣雨                | @ / ゆうだ                                1
N3,366,right,,ゆうひ,タ日,| ゆうひ【タ日】 / 夕陽                                        ょ / ゆう ひ    しず
N3,366,right,,よほう,予報,| よほう【予報】                         氣 / -他) 預報                                   旬 / よ ほう    あ
N3,366,right,,らくらい,落震,"| らくらい【落震】 / 9打雷,雷擊 / らくらい   か じ"
N3,366,right,,あかるい,明るい,"| あかるい【明るい】 / 明亮的 : 光明的 : 開朗的 : 快活的 : / 表,熟悉"
N3,366,right,,およぼす,及ぼす,"| およぼす 【及ぼす】 / 5) 波及到 , 影響到,使遭到,帶來 / ひ がい   およ"
N3,366,right,,かさい,火災,| かさい【火災】 / か さい    あ / 火災に遭う。
N3,367,left,04,かんそう,乾燥,04 | かんそう【乾燥】 / (各.自人分) 乾燥;枯燥無味 / くう き   かんそう
N3,367,left,05,きよい,清い,"05 | きよい【清い】 / 清激的・清潔的 : (内心) 峠快的. / 問心無愧的;正派的,光明磊落;乾有"
N3,367,left,oe,きり,肥,"oe | きり【肥】 / @ 霧,霧氣;,噴霧 / きり    は"
N3,367,left,07,くだける,砕ける,07 | くだける【砕ける】 / こなごな   くだ / コップが粉々に砕ける。
N3,367,left,08,くもる,曇る,o8 |くもる【曇る】 / (自五) 天気陰 肛・騰 / かがみ くも
N3,367,left,09,げんしょう,現象,09 | げんしょう【現象】 / 多) 現象 / し ぜんげんしょう   はっせい
N3,367,left,10,さびる人,錆びる,"10 | さびる人【錆びる】 / (自上一) 生鏽,長鏽; (聲音)蒼老 / 366 | 各種自然現象"
N3,367,right,11,しめる,湿る,"11 | しめる【湿る】 / . () 受潮,濡濕;(火)熄滅, (勢頭)漸消 / :         しめ"
N3,367,right,12,選有有,霜,"12 | 選有有【霜】 / ; @ 霜;白髮 / | 國町碎隆山色,"
N3,367,right,13,じゅうりょく,重力,13 | じゅうりょく【重力】 / : @(理)重力 / %   じゅ20ょく くわ
N3,367,right,15,じょうはつ,蒸発,"| 15 | じょうはつ【蒸発】 / i 人2蒸發,汽化;(俗)失蹤,出走, / ji 去向不明 ,逃之天天"
N3,367,right,16,せっきん,接近,"| 16 |せっきん【接近】 / … 1 (名・自め 接近,靠近;親密,親近,密切 / :   たいふう せっ"
N3,368,left,07,ぞうすい,増水,"7 |ぞうすい【増水】            | 2 / む-?) 氾濫,漲水         1"
N3,368,left,18,そなえる,備える,18 | そなえる【備える】             | 中 / 評つ 準備・防備 : 配置装置天生 ;i? / 具備             |
N3,368,left,09,てんねん,天然,9 | てんねん【天然】               2 / @ 天然 自然            1 / てんねん りょうこう 。 めぐ              2
N3,368,left,20,どしゃくずれ,土砂月れ,20 | どしゃくずれ【土砂月れ】 | 2 / @ 土石流               | 人 / ど しゃくず     うちなこるろ 才     、              :
N3,368,left,21,とっぷう,突風,21 | とっぷう【突風】           | 27 / @ 突然論起的暴風          人 / とっぷう ぼう                   :
N3,368,left,02,なる,成る,2 |なる【成る】                 | 28 / () 成功 完成 : 組成 構成: 旬許′ j / におり みず 。 な             1 例
N3,368,right,,にごる,濁る,"| にごる 【濁る】 / と) 混濁 ,不清晰;(聲音)嘶啞;(顏色) NZ / 賠明; (心靈)污濁,起邪念           12"
N3,368,right,,にじ,虹,"| にじ【虹】                                   象 / 虹,彩虹 / なないろ   にじ    0"
N3,368,right,,はんえい,反映,| はんえい【反映】 / 生人7) (光)反射 : 反映 / こ めん   はんえい
N3,368,right,,ひとりでに,独りでに,"| ひとりでに【独りでに】 / 自行地,自動地,自然而然也 / 【   ひと          ひら"
N3,368,right,,ふせぐ,防ぐ,"| ふせぐ【防ぐ】 / 防禦,防守,防止;預防,防備 / ひ    ふせ"
N3,369,left,29,ふんか,噴火,29 | ふんか【噴火】 / (和名.自作) 噴火 / ふん か こう   のこ
N3,369,left,30,ほうそく,法則,30 | ほうそく【法則】 / る 規律・定律 : 規定 ・ 規則 / ほうそく    あ
N3,369,right,31,まんいち,万一,| 31 | まんいち【万一】 / ji (名.副) 萬一 / まんいち そな
N3,369,right,32,わく,湧く,| 32 | わく【湧く】 / | (湧出; 產生(某種威情);大量渤現 / 由   しみず わ
N3,370,left,00,いずみ,泉,0 | いずみ【泉】             1 / @泉・泉水 : 泉源 : 話是      說 / ほん 。 ちしき いずみ           1
N3,370,left,02,いど,締度,02 | いど【締度】            1 / @緯度              | 、 / い ど  たか
N3,370,left,03,うんが,運河,03 | うんが【運河】          1 / 罰河                      1 / うんが ひら                   :
N3,370,left,,おか,岳,% |おか【岳】 / る 丘陵 山岡 ) 小山 ・ / 較丘を越える。         1
N3,370,left,05,おぼれる,潟れる,"05 | おぼれる【潟れる】            | / 取二湯水 ,尖死; 沉溺於,迷弦於  | / 較川で湧れる。"
N3,370,right,05,おんせん,温泉,5 | おんせん【温泉】                時 / ) 溫泉                                      方 / おんせん   はい
N3,370,right,07,かい,貝,7 | かい【貝】 / ) 貝類 / かい   ひろ
N3,370,right,03,かいよう,海洋,3 | かいよう【海洋】 / ) 海洋 / かいようこうえん   い
N3,370,right,,かこう,火口,| かこう【火口】 / ) (火山)噴火口 : (爐灶等)爐口 / か こう                ふんしゅっ
N3,370,right,,かざん,火山,) | かざん【火山】 / ) 火山 / か ざん   ふん か
N3,371,left,01,きし,岸,"1 |きし【岸】 / る) 岸,岸邊,;,崖 / きし はな"
N3,371,left,12,きゅうせき,旧跡,12 | きゅうせき【旧跡】 / る) 古蹟 / きょう と 。。 めいしょき%5せき   たず
N3,371,left,13,けいど,経度,13 | けいど【経度】 / @) (地)經度 / けい ど    しら
N3,371,left,14,けわしい,険しい,"14 | けわしい【険しい】 / 侈陡峭,險峻;險惡,危險;(表情等 / 嚴融,可怕,粗暴"
N3,371,left,15,こうち,耕地,15 | こうち【耕地】 / 色 耕地 / こう ち めんせき    し
N3,371,left,16,こす,越す・超す,"16 | こす【越す・超す】 / 自他五) 越過 ' 跨越,渡過;超越,勝於 / やま    こ"
N3,371,right,07,さばく,砂満,| 7 |さばく【砂満】 / j @) 沙漠 / :     さきさばく い                             ]
N3,371,right,03,さんりん,山本,| 3 |さんりん【山本】 / ; @@ 山上的樹林 : 山和樹林 / :     さんりん   まじ
N3,371,right,,じばん,地上盤,"| | じばん【地上盤】 / : @ 地基,地面;地盤,勢力範圍 / :     じ ばん   かた"
N3,371,right,20,じめん,地面,"| 20 | じめん【地面】 / 」 | る 地面・地表 ;土地,地皮,地自 / じ めん"
N3,371,right,21,しんりん,森林,“| 21 | しんりん【森林】 / :     しんりん まも / : 較森林を守る。
N3,371,right,22,すいへいせん,水平線,“| 22 | すいへいせん【水平線 / 1 る 水平線 : 地平線 / |   :     たいよう   すいへいせん     のほぼ
N3,371,right,23,せきどう,赤道,| 23 | せきどう【赤道】 / | る 亦首
N3,372,left,25,たいりく,大陸,25 | たいりく【大陸】             1 s / @ 大陸・大洲:(日本指)中國 (英國指) ! / 歐洲大陸                二
N3,372,left,03,太言,漳,3 |太言【漳】                   3 / @ 漫布               1 / もe 可 人       生
N3,372,left,02,たに,谷,2 |たに【谷】                   3 / る山谷・山潤・山洞         1 @ / じんせい       ~                  8
N3,372,left,,和1たにぞこ,谷底,和 1たにぞこ【谷底】             | 3 / る 谷底                            1 / にをこ。 てんら                     5
N3,372,right,,たんすい,淡水,) | たんすい【淡水】 / ) 淡水                                 N2 / たんすいぎょ 。 み
N3,372,right,,ちへいせん,地平線,| ちへいせん【地平線】 / (地)地平線 / ち へいせん   み
N3,372,right,,ちめい,地名,| ちめい【地名】 / 地名 / ち めい   しら
N3,372,right,,ちょうじょう,頂上,"| ちょうじょう【頂上】 / 山頂,峰頂;極點,頂點 / ちょうじょう  め ざ"
N3,372,right,,ちょうてん,頂点,"| ちょうてん【頂点】 / (數) 頂點; 頂峰,',最高處;極點, / 上   た"
N3,373,left,36,つりばし,釣り橋・吊り栖,36 | つりばし【釣り橋・吊り栖 / る) 吊橋 / う   ばし   わた
N3,373,left,37,とう,島,37 | とう【島】 / @ 島嶼 / り とう   かずおお
N3,373,left,38,とうげ,峠,38 | とうげ【峠】 / 多) 山路最高點(從此點開始下坡) 山間 / とうげ   仿
N3,373,left,39,とうだい,和灯台,39 | とうだい【和灯台】 / 多) 燈塔 / とうだいもり    す
N3,373,left,40,とびこむ,飛び込む,40 | とびこむ【飛び込む】 / (人五) 跳准:飛入:突然閣入:(主動投入 / 加入
N3,373,left,41,ながめ,眺め,41 | ながめ【眺め】 / 多 眺堂・瞭堂 : (眺堂的)視野 ・ 景致 / 景色
N3,373,right,42,ながめる,眺める,"| 42 |ながめる【眺める】 / | (他一) 眺划凝視,注意看;(商)觀 / :  ほし なが           1"
N3,373,right,43,ながれ,流れ,"| 43 | ながれ【流れ】 / | @ 水流 流動;河流 ,流水;潮流 彰夫 / | 血統:派系・(鞭術的)風格"
N3,373,right,44,なみ,波,", |44 |なみ【波】 / i @ 波浪 ,波溥;波瀾 ,風波;聲波;電波; / i 潮流,浪潮;起伏,波動"
N3,373,right,46,のはら,野原,", | 46 |のはら【野原】 / | @ 原野 / 1  のはら あそ"
N3,373,right,47,はら,原,"| 47 |はら【原】 / "" |] 會平原,平地;荒原,荒地 / :  のはら はな さ"
N3,374,left,48,はんとう,半島,48 |はんとう【半島】 / の いっしゅう          | / 較伊豆半島を 1 周する。     |【
N3,374,left,04,ふうけい,風景           1,4 | ふうけい【風景           1 / @ 風景・景致: 情景・光景・状況:(美 j( / 術)風景             1
N3,374,left,05,へいや,平野,5 |へいや【平野】             1 6 / @ 平原             1 / かんとうへい や  み               3 9
N3,374,left,52,ぼんち,盆地,52 |ぼんち【盆地】             | | / @ (地)盆地           : / やま あいだ ぼんち            :
N3,374,left,53,みさき,岬,"53 | みさき【岬】             | 國 / @ (地)海角,岬           1 / ささ    とうだい                        :"
N3,374,right,01,みなれる人,見慣れる,"1 | みなれる人【見慣れる】             N2 / 下 看慣,眼熟,熟識 / 「  き  み な"
N3,374,right,,りく,陸,"| りく【陸】                    地 / 天) 陸地,早地;陸軍的通稱     カ / りく   み"
N3,374,right,,りゅういき,流域,| りゅういき【流域】 / 流域 / ちょうこうりゅういき   すいとう   せいさん ち
N3,374,right,,れっとう,列島,|れっとう【列島】 / (地)列島・ 群島 / に ほんれっとう   おうだん
N3,374,right,,あき,空き,| あき【空き】 / 空隙・ 空白 : 聞暇 : 空額 / あ      9
N3,374,right,,したまち,下町,| したまち【下町】 / (普通百姓居住的)小工商業區;(都 / )低窪地属
N3,375,left,03,しんくう,真空,o3 | しんくう【真空】 / る 真空 : (作用 勢力建不到的)空白 / 真空状態
N3,375,left,04,てんてん,転々,"04 | てんてん【転々】 / 神-自9) 轉來轉去,輾轉,不斷移動 / 滾轉貌,嘰哩咕嚕"
N3,375,left,05,とうざい,東西,"05 | とうざい【東西】 / 負 (方向)東和西 : (國家)東方和西方 / 方向;事理,道理"
N3,375,left,oe,どこか,,oe | どこか / とお     い / 較 どこか遠くへ行きたい。
N3,375,left,07,とち,土地,"07 | とち【土地】 / 名) 土地 , 耕地 : 土壌 土質 : 某地属 / 當地;,地面;地區"
N3,375,left,08,なつかしい,懐かしい,"08 | なつかしい【懐かしい】 / 形 懷念的 思慕的 ,令人懷念的;羊戀 / 親近的              uh"
N3,375,right,o,バック,back,"| o |バック【back】 / | (名-自め 後面背後:背景:後退 ,倒車; / | 金錢的後備,援助 ;靠山"
N3,375,right,01,ひろば,広場,| 1 | ひろば【広場 / : @) 廣場 : 場所 / :   ひろ ば おこな
N3,375,right,03,ほうぼう,方々,"~ | 3 |ほうぼう【方々】 / | 到) 各處,到處 / 3   ほうぼ"
N3,375,right,14,ほうめん,方面,". 114 |ほうめん【方面】 / | 會方面,方向;領域 / :   おおさかほうめん しゅっ5ょう"
N3,376,left,15,まちかど,街角,15 | まちかど【街角】 / @ 街角・街口・拐朋         |
N3,376,left,07,むこうがわ,向こう側,7 |むこうがわ【向こう側】     1 / 對面; 對方            1
N3,376,left,18,めいしょよ,名所,18 | めいしょよ【名所】            回 / @ 名勝地・古呈           | 蔚
N3,376,left,09,よそ,他所,"9 |よそ【他所】               | / @別處 ,他處;遠方;別的 *他的:不願・ ; 謂 / 図よそを向く。 05"
N3,376,right,,いたる,至る,"| いたる【至る】 / 5) 到, 來臨;達到;周到"
N3,376,right,,おうべい,欧米,| おうべい【欧米】 / 歐美 / うべいしょこく たいりつ
N3,376,right,,おき,沖,"| おき【沖】 / 離岸較遠的)海面,海上;湖心;(日 / 部方言)寬閱的田地、原野"
N3,376,right,,おくがい,屋外,| おくがい 【屋外】 / Rm   ひつよう 、 / 外運動靴が必要だ。
N3,377,left,07,和扳必万tA,溫帶,07 | 和扳必万tA【溫帶】 / @ 溫帶 / おんたい き こう   ぞく
N3,377,left,08,がい,外,08 |がい【外】 / (短星・漢造) 以外・ 之外 : 外側・ 外面 / 外部 : 妻方親戚 : 除外
N3,377,left,09,かいがい,海外,09 | かいがい【海外】 / 海外 ・ 國外 / かいがい    く
N3,377,left,10,かくじゅう,拡充,10 | かくじゅう【拡充】 / (名・他) 擴充 / こうじょう   かくじゅう
N3,377,left,11,かくだい,拡大,"11 | かくだい【拡大】 / 擴大,放大 / き ぼ   かくだい"
N3,377,left,12,かくち,各地,12 | かくち【各地】 / 久) 各地 / かく ち   めぐ
N3,377,left,13,かくちょう,拡張,"13 | かくちょう【拡張】 / (名・他サ) 擴大 ,擴張 / 376 | 地域、範圍(1)"
N3,377,right,14,かしょ,箇所,| 14 | かしょ【箇所】 / (名:攻) (特定的)地方;(助數詞)處 / :     なま            か しょ
N3,377,right,17,かんとう,関東,i 17 | かんとう【関東】           | / - | 會 日本關東地區(以東京為中心的地帶) / かんとうちほう つよ ゆ
N3,377,right,48,きょうかい,境界,"| 48 |きょうかい【境界】 / ""| 全境界,疆界,邊界 / :   きょうかいせん 六"
N3,378,left,20,くうちゅう,空中,20 |くうちゅう【空中】    | 2 / @ 空中・ 天空                         1 G / くうも5ゅう   と              :
N3,378,left,22,こっきょう,国境,22 | こっきょう【国境】     2 / @國境・混境・湯界         | で / こっきょう   こ                        :
N3,378,left,23,さい,際,"23 |さい【際】                       | 2 / -江時候・時機・在…的敵況下: で / 彼此之間,交接;會晤;邊際     1"
N3,378,left,24,さかい,境,"24 |さかい【境】                1 包 / % 界線,亞界,交界;境界,境地; : / 分界線,分水販            : 區"
N3,378,left,25,しきち,敷地,25 | しきち【敷地】                |  | / る 建築用地・ 地皮 : 扇屋地基 / 固息避  しきち ず                  1 3
N3,378,right,,しゅう,州,| しゅう【州】 / ) 大陸・州             NZ / せ かい   ご だいしゅうぅう   わ
N3,378,right,,しゅうい,周囲,"| しゅうい【周囲】                       地 / 周圍,四周 : 周園的人 ・ 環境     7 / しゅう い    もり   かこ"
N3,378,right,,しゅうへん人,周辺,"| しゅうへん人【周辺】 / 周邊, 四周,外圍 / と し   しゅうへん   す"
N3,378,right,,しゅと,首都,| しゅと【首都】 / 首都 / しゅ と    か
N3,378,right,,しゅとけん,首都圏,| しゅとけん【首都圏】 / 首都圈 / しゅとけん じんこう 入 はじ
N3,378,right,,じょうきょう,上京,| じょうきょう【上京】 / 再め 准京 ・ 到東京去
N3,379,left,32,ちいき,地域,32 | ちいき【地域】 / る) 地區          同 / まうへ     ち いき    し
N3,379,left,34,ちょうめ,丁目,"34 | ちょうめ【丁目】 / (信宇) (街巷區劃單位)段,巷,條 / た なかまちさんちょう め    す"
N3,379,left,36,とかい,都会,36 | とかい【都会】 / 人 都會・城市都市 / かれ   と かいそだ
N3,379,left,37,とくてい,特定,37 | とくてい【特定】 / 名 -他ず 特定 : 明確指定・ 特別指定 / とくてい   みせ     あつか
N3,379,left,38,としん,都心,38 | としん【都心】 / 分 市中心 / 378 | 地域・範園②
N3,379,right,39,なんきよく,南極,| 39 | なんきよく【南極】 / …  @ (地)南極:(理)南極(磁針指南的一端
N3,379,right,40,なんべい,南米,| 40 | なんべい【南米】 / … j 人@ 南美洲
N3,379,right,41,なんぼく,南北,| 41 | なんぼく【南北】 / の (方向)南興北 南北
N3,379,right,42,にほん,日本,| 42 | にほん【日本】 / i 日本
N3,379,right,43,ねったい,熱帯,| 43 |ねったい【熱帯】 / : 人(地)熱帶
N3,379,right,44,ばんち,番地,| 44 |ばんち【番地】 / る 門牌號 ;住址
N3,380,left,45,ひとごみ,人込み・人混み,"45 | ひとごみ【人込み・人混み】 / 8人潮擁擠(的地方) , 人山人海     1 午 / 田人込みを避ける。       |"
N3,380,left,07,ぶぶん,部分,7 | ぶぶん【部分】 / @ 部分                     1 01 / ぶぶんてき 。 すぐ                i (自
N3,380,left,48,ぶんぷ,分布,48 | ぶんぷ【分布】          | 記 / を分布散布              1 om / ぶんぶ くいき かくだい               8
N3,380,left,09,ぶんや,分野,"9 |ぶんや【分野】            i 子 / 忽範圍, 領域,崗位,戰線      | 加 / ぶんや ちが                  H"
N3,380,left,,ほっきょく,北極,"% |ほっきょく【北極】         | / 3北                     : 加 / 北極是謀見名,         本"
N3,380,left,,みやこ,都,"""|みやこ【都】              | / ""8城間都 ; 大都市,繁華的都市 “| 加, / i 課|"
