level,reading,writing,page,column,entry_no,needs_review,review_reason,ocr_headword,ocr_bracket,ocr_context
N2,ほんぶ,本部,480,right,07,,,ほんぶ,本部,"7 | ほんぶ【本部】 / ) 本部,總部"
N2,あてはまる,当てはまる,481,left,01,,,あてはまる,当てはまる,"01 | あてはまる 【当てはまる】 / 中五) 適用,適合,合適,恰當 / とょうけん   あ"
N2,あてはめる,当てはめる,481,left,02,,,あてはめる,当てはめる,02 | あてはめる【当てはめる】 / (他下二) 適用;應用 / き そく   あ
N2,エチケット,etiquette,481,left,03,,,エチケット,etiquette,"03 | エチケット【etiquette】 / @) 禮節,禮儀,(社交)規和矩 / まも"
N2,おこたる,怠る,481,left,04,,,おこたる,怠る,"04 | おこたる【怠る】 / (4五) 人怠慢,懶惰;疏忽,大意 / ちゅう い  おこた"
N2,かいせい,改正,481,left,05,1,duplicate_reading,かいせい,改正,05 | かいせい【改正】 / (名・他サ) 修正・ 改正 / き そく   かいせい
N2,かいぜん,改善,481,left,06,,,かいぜん,改善,06 | かいぜん【改善】 / (名・他す) 改善・ 改良 改進 / 480 | 規則
N2,ぎむ,義務,481,right,07,,,ぎむ,義務,| 07 |ぎむ【義務】 / 1 @ 義務
N2,けいしき,形式,481,right,10,,,けいしき,形式,” 1 10 |けいしき【形式】 / i る 形式様式方式 / せいとう けいしき
N2,けいとう,系統,481,right,01,,,けいとう,系統,"1 |けいとう【系統】 / i @) 系統,體系 / :   けいとう  大"
N2,けんり,権利,482,left,,,,けんり,権利,|けんり【権利】            | / 回権利を持つ。                | / 轉具有權力。
N2,こうしき,公式,482,left,14,,,こうしき,公式,14 | こうしき【公式】 / る 正式 : (数)公式           較 / こうしき みと              #
N2,したがう,従う,482,left,,,,したがう,従う,"| したがう【従う】            | / 伍) 跟隨;服從,遵從;按照;順著, / 沿著; 隨著,伴隨          |"
N2,つけくわえる,付け加える,482,left,01,,,つけくわえる,付け加える,"1 |つけくわえる【付け加える】 / 才一) 添加,附帶                | / まうめい| つくお             :"
N2,ふか,不可,482,left,18,,,ふか,不可,"18 | ふか【不可】                   還 / る 不可,不行;(成績評定等級)不及格  | / 回可もなく不可もなし。     六"
N2,ほう,法,482,left,09,,,ほう,法,9 |ほう【法】             1 / 道定 有 法律 佛法;方法 '作法 禮生:
N2,もとづく,基づく,482,right,01,1,reading_auto_cleaned,もとづく人,基づく,"1 | もとづく人【基づく】 / pg 根擴,按照;由-.而來,因為, / 1 規則に基づく."
N2,いはん,違反,482,right,01,,,いはん,違反,"1 | いはん【違反】 / 5 -自ず) 違反,違犯                             3"
N2,きる,斬る,482,right,02,1,duplicate_reading,きる,斬る,2 | きる【斬る】 / 8五) 砍;切 / ひと   き
N2,けいこく,警告,482,right,03,,,けいこく,警告,3 | けいこく【警告】 / 5-他9 警告 / |警告を受ける。
N2,けんぽう,宮法,483,left,04,1,reading_auto_cleaned,けんぽう人,宮法,o4 | けんぽう人【宮法】 / けん|     い はん / 患法に違反する。
N2,しょうじる,生じる,483,left,05,,,しょうじる,生じる,"o5 | しょうじる【生じる】 / 自他す) 生,長;出生,',產生;發生;i / ぎ む しょう"
N2,てきよう,適用,483,left,0e,,,てきよう,適用,"oe | てきよう【適用】 / 名・他す) 適用,應用 / ほうりつ   てきよう"
N2,あやまり,誤り,483,left,01,,,あやまり,誤り,01 | あやまり【誤り】 / 名) 錯誤 / あやま     おか
N2,あやまる,誤る,483,left,02,,,あやまる,誤る,"02 | あやまる【誤る】 / (外五.他五) 錯誤,弄錯;耽誤 / みち あやま"
N2,いっち,一致,483,left,03,,,いっち,一致,03 |いっち【一致】 / (名・自す) 一致・相符 / し もん   いっち
N2,うったえる,訴える,483,left,04,,,うったえる,訴える,04 | うったえる【訴える】 / (他下二) 控告 控訴・申訴 : 求助於 : 1 / 感動 打動
N2,うばう,礁う,483,right,05,,,うばう,礁う,| o5 |うばう【礁う】 / (五)剝奪;強烈吸引;除去 / いの   ば
N2,おおよそ,大凡,483,right,0e,,,おおよそ,大凡,"| oe |おおよそ【大凡】 / 人 大體,大概,一般;大約,差不多 / 全               し"
N2,きせる,着せる,483,right,07,,,きせる,着せる,"| o7 | きせる【着せる】 / | (人ドー) 給穿上(衣服) ; 鍍上; 嫁禍,加罪 / 只  5   き"
N2,げんじゅう,厳重,483,right,09,,,げんじゅう,厳重,"| 9 | げんじゅう【厳重】 / | @W) 嚴重的,嚴格的,嚴厲的 / :   げんじゅう  と   し"
N2,ごうとう,強次,483,right,09,,,ごうとう,強次,109 |ごうとう【強次】 / | @ 強盜 ;行搶 / :  ごうとう はたら
N2,じりき,自カ,483,right,41,,,じりき,自カ,和41 |じりき【自カ】 / | @ 把自己的力量
N2,しんにゅう,侵入,484,left,02,,,しんにゅう,侵入,2 | しんにゅう【侵入】          | / |時)温入・侵略:(非法)間入 / 、 回賊が侵入する。
N2,せまる,迫る,484,left,43,,,せまる,迫る,"43 |せまる【迫る】              | / 全. 強迫,逼迫;了臨近,人迫近; / 、 變狹窄縮短;陷於困境,窘困"
N2,太tvNE,如捕,484,left,04,1,unexpected_reading_chars;suspicious_reading,太tvNE,如捕,"4 |太tvNE【如捕】              | / 穫4逮捕,拘捕,捉拿 / げんこうはん たい ほ              H"
N2,つみ,罪,484,left,16,,,つみ,罪,"“16 | つみ【罪】 / 、 名天(法律上的犯罪 : (宗教上的) ji / 人 ・罪交: (道德上的)罪責,罪過 。 |"
N2,どうか,,484,left,07,1,blank_writing,どうか,,"、。 7 |どうか                    | / | 忽 (請求他人時)請 ; 設法,想辦法;(情 | / 況)和平時不一様・ 不正常 : (表示不確"
N2,とうなん,次難,484,right,08,,,とうなん,次難,8 | とうなん【次難】 / 盗難に章う. / W 消聞・
N2,とらえる,捕らえる,484,right,,,,とらえる,捕らえる,"? |とらえる【捕らえる】      人 / 了下ー) 捕捉・ 妹捕 : 緊       , / WU 捕捉"
N2,はんざい,凶罪,484,right,00,,,はんざい,凶罪,"0 | はんざい 【凶罪】           0 / 5) 犯罪                "" / はんざい おか                               |"
N2,ピストル,pistol,484,right,01,,,ピストル,pistol,1 | ピストル【pistol】 / ) 手槍 / 』 ピストルで撃つ。
N2,ぶっそう,物騒,484,right,02,,,ぶっそう,物騒,2 | ぶっそう【物騒】 / に 騒不安・不安定 ;危險 / ぶっそう     なか
N2,ぼうはん,防犯,484,right,03,,,ぼうはん,防犯,3 | ぼうはん【防犯】 / 5) 防止犯罪 / ぼうはん  きょうりょく
N2,みぜん,未然,484,right,04,,,みぜん,未然,4 | みぜん【未然】 / ) 尚未發生 / みぜん ふせ
N2,みとめる,認める,485,left,25,,,みとめる,認める,25 | みとめる【認める】 / '    承認: 断定・褒為 : 許可・ 同意 / ]          かれ 。 はんこう みと
N2,やっつける,貴っ付ける,485,left,26,,,やっつける,貴っ付ける,"26 | やっつける【貴っ付ける】 / 16下ー) (俗) 幹完(工作等・「やる 」 単 / 強調表現) ;教訓一頓;,幹掉;打敗,"
N2,ゆくえ,行方,485,left,27,,,ゆくえ,行方,"27 | ゆくえ【行方】 / 色 去向・ 目的地 : 下落 行路 : 前塗 , / 將來"
N2,ゆくえふめい,行方不明,485,left,28,,,ゆくえふめい,行方不明,28 | ゆくえふめい【行方不明】 / 名) 下落不明 / ゆく え ふ めい
N2,ようそ,要素,485,left,29,,,ようそ,要素,|     29 | ようそ【要素】 / 名) 要素・ 因素 : (理化)要素・因子 / はんざいよう そ   こうせい
N2,かレしつ,過和失,485,left,01,,,かレしつ,過和失,"01 | かレしつ【過和失】 / 多) 過錯,過失 / じし*うだい    か しつ  おか"
N2,けいじ,刑事,485,right,02,1,duplicate_reading,けいじ,刑事,| 02 | けいじ【刑事】 / 1 (刑事 ; 刑事警察 / 日    けい じ せきにん   ー
N2,こうせい,公正,485,right,93,1,duplicate_reading,こうせい,公正,93 |こうせい【公正】 / i (名-形動) 公正公介・不偏 / :   こうせい たちば  夫
N2,こうへい,公平,485,right,04,,,こうへい,公平,"04 | こうへい【公平】 / (名-形生) 公平,公道 / 5  こうへい 。 あつか"
N2,さいばん,裁判,485,right,08,,,さいばん,裁判,"os | さいばん【裁判 / (名・他ず) 裁判,評斷,判斷;(法)審判, / . 審理"
N2,しきりに,頻りに,485,right,0e,,,しきりに,頻りに,"oe | しきりに【頻りに】 / . 全 頻繁地,再三地,屢次;不斷地, / i 一直地 ; 熱心,強烈"
N2,じじつ,事実,485,right,07,,,じじつ,事実,| 07 | じじつ【事実】 / | ji 全 事實;(作副詞用)實際上 / :   じじつ みと
N2,しじゅう,始終,485,right,0e,,,しじゅう,始終,"| oe |しじゅう【始終】 / i 到) 開頭和結尾 : 自始至終 経常"" / | 不斷,總是"
N2,しだい,次第,486,left,09,,,しだい,次第,"9 | しだい【次第】              | / 綠由; 任憑,取決於 / ~   しだい はな .,.            :"
N2,ぜんしん,前進,486,left,12,1,duplicate_reading,ぜんしん,前進,、 12 |ぜんしん【前進】 / 」  名・他す) 前進                    1 / ]   かいけつ おむ   いっ ぼ ぜんしん      1
N2,ていしゅつ,提出,486,left,13,,,ていしゅつ,提出,13 |ていしゅつ【提出】 / る-色ず 提出・交出・提供
N2,とくしゅ,特殊,486,left,14,,,とくしゅ,特殊,14 | とくしゅ【特殊】                | / る形和特殊特別
N2,ばっする,虹する,486,right,06,,,ばっする,虹する,"6 |ばっする【虹する】 / 。 處加處分,責罰; (法)定罪, / 引"
N2,あきれる,呆れる,487,left,01,,,あきれる,呆れる,"o1 | あきれる【呆れる】 / (邊F二吃驚,愕然,嚇呆,發愣 / 団 呆れて物が言えない。"
N2,あつい,熱い,487,left,02,,,あつい,熱い,02 | あつい【熱い】 / 熱的 湯的 : 熱情的 ・ 熱烈的 / 団 部いものがこみあげてくる
N2,うたがう,疑う,487,left,04,,,うたがう,疑う,"04 | うたがう【疑う】 / (五) 懷疑,疑或,不相信,猜測 / め   うたが"
N2,うやまう,敬う,487,left,05,,,うやまう,敬う,05 | うやまう【敬う】 / (五) 尊敬 / し   うやま_
N2,うらやむ,羨む,487,right,06,,,うらやむ,羨む,"i 06 | うらやむ【羨む】 / (了五)羨慕,嫉妒 / :   ひと うらや"
N2,うん,運,487,right,07,,,うん,運,"07 |うん【運】 / @) 命運,運氣 / :   うん"
N2,おしい,惜しい,487,right,98,,,おしい,惜しい,"| 98 | おしい【惜しい】 / ; @ 遺憾;可惜的,捨不得;珍惜 / :      じ かん    お"
N2,おもいこむ,思い込む,487,right,09,,,おもいこむ,思い込む,"| 09 | おもいこむ【思い込む】 / | (5 確信不疑,深信;下決心 / 譯 一直認為無法達成。"
N2,おもいやり,思い遺り,487,right,10,,,おもいやり,思い遺り,"| 10 | おもいやり【思い遺り】 / ; @ 同情心,體貼 / | 団思い遣りのある言葉だ。"
N2,かくご,覚司,487,right,01,,,かくご,覚司,| 1 |かくご【覚司 / (名・自他す) 精神準備・ 決心 : 算悟
N2,かん,感,488,left,13,1,duplicate_reading,かん,感,"13 |かん【感】 / 、 呈) 威覺,威動;威       1 / ]    かくせい 。 かん                  1"
N2,誠心罰<,感党,488,left,14,1,unexpected_reading_chars;suspicious_reading,誠心罰<,感党,14 |誠心罰<【感党】         i / 和9) 感覺                   i / かんかく するど            5
N2,かんげき,感激,488,left,05,,,かんげき,感激,"5 | かんげき 【感激】          | / る-邊め) 威激,威重         1・ / かんげき 。 あた                  :"
N2,かんじ,感じ,488,left,,,,かんじ,感じ,"% | かんじ【感じ】            ! / % 知覺,威覺 ; 印象             1s / 還威覺良好。            i("
N2,かんじょう,感情,488,left,07,1,duplicate_reading,かんじょう,感情,"7 |かんじょう【感情】         1 / 名威情,情緒 / かんじょう 。 おさ"
N2,かんしん,関心,488,right,08,,,かんしん,関心,8 | かん しん 【関心】 / 】 関心を持つ. / 開心 威興趣 o
N2,きがする,気がする,488,right,,,,きがする,気がする,| きがする 【気がする】              民 / ) 好像 : 有心                            情 / み
N2,きたい,期待,488,right,00,1,duplicate_reading,きたい,期待,0 | きたい【期待】 / n・他ず) 期待 期芝・指区 / き たい   うら ぎ
N2,きにする,気にする,488,right,01,,,きにする,気にする,"1 | きにする【気にする】 / ) 介意 , 在平 / しっぱい   き"
N2,きのどく,気の毒,488,right,03,,,きのどく,気の毒,"3 | きのどく【気の毒】 / 一) 可憐的, 可悲;可惜,遺憾; / 意不去,對不起"
N2,きぶんてんかん,気分転換,489,left,24,,,きぶんてんかん,気分転換,"24 | きぶんてんかん【気分転換 / (建語・名) 轉換心情 / ぶ   んか,    さ   ぼ    で"
N2,きらく,気楽,489,left,25,,,きらく,気楽,"25 | きらく【気楽】 / る・素) 輕鬆,安閒,無所顧慮 / き らく   く"
N2,くうそう,空想,489,left,26,,,くうそう,空想,"26 | くうそう【空想】 / (名・他ず) 空想,幻想 / 団空想にふける。"
N2,くるう,狂う,489,left,27,,,くるう,狂う,"27 | くるう【狂う】 / (中五) 發狂,發瘋,失常,不準確 ',有:? / 病;落空,錯誤;過度著迷,沉迷"
N2,こいしい,恋しい,489,left,28,,,こいしい,恋しい,"28 | こいしい【恋しい】 / % 思慕的,善戀的,懷戀的 / 圏ふるさとが恋しい。"
N2,こううん,幸運,489,left,29,,,こううん,幸運,29 | こううん【幸運】 / (名・形動) 幸運 健倖 / こううん
N2,こうきしん,好奇心,489,left,30,,,こうきしん,好奇心,30 | こうきしん【好奇心】 / 劉) 好奇心 / 488 | 心ト内心2
N2,こころあたり,心当たり,489,right,31,,,こころあたり,心当たり,"| 31 | こころあたり【心当たり】 / i @@ 想像,(估計、猜想)得到;線守, / i 苗頭"
N2,こらえる,堪える,489,right,32,,,こらえる,堪える,"| 32 | こらえる【堪える】 / 1 (也F二) 忍耐 ,忍受;忍住 ,抑制住;容忍, / | 寬怨"
N2,さいわい,幸い,489,right,33,,,さいわい,幸い,"| 33 | さいわい【幸い】 / | (名-形・) 幸運,幸福;幸虧,好在; / | 對..""有幫助,對...有利,起好影響"
N2,しかたがない,仕方がない,489,right,34,,,しかたがない,仕方がない,"| 34 | しかたがない【仕方がない】 / | (罰) 沒有辦法;沒有用處,無濟於事, / | 迫不得已;受不了,..:得不得了 ;不像話"
N2,しみじみ,,490,left,03,1,blank_writing,しみじみ,,3 |しみじみ / # 痛切・深切地親密・青切: 仔細・
N2,しめた,占めた,490,left,07,,,しめた,占めた,"、 7 |しめた【占めた】              | / 還不(俗)太好了,好極了,正中下懷 | / 、 回しめたと思う。"
N2,しんけん,真剣,490,left,,,,しんけん,真剣,、 | しんけん【真剣】 / 、 を 真刀・真剣 : 認真・正経 / |     しんけん 。 かんが                       :
N2,しんじゅう,心中,490,left,09,,,しんじゅう,心中,"。 9 |しんじゅう【心中】      | / 、 を時) (古)守信義 : (相愛男女因不能 / 。 在-起而威到悲哀)一同自殺,殉情;(轉) 3"
N2,しんり,心理,490,left,40,,,しんり,心理,40 |しんり【心理】                 | / e 心理
N2,すむ,澄む,490,left,41,,,すむ,澄む,"41 |すむ【澄む】                   | / Fi 清澈;澄清;晶瑩,光亮;(聲音) |"
N2,ずるい,,490,right,42,1,blank_writing,ずるい,,42 | ずるい / 。 当猪・好族・要滑豆・花癌本語    N2 / 加 ずるい手を使う.
N2,せいしん,精神,490,right,03,,,せいしん,精神,"3 | せいしん【精神】 / 9 (人的)精神 「心ji心神・精力 意志 :     情 / 想, 心意 : (事物的)根本精神"
N2,攻心,普,490,right,04,1,unexpected_reading_chars;suspicious_reading,攻心,普,"4 |攻心【普】 / 名-漢這) 好事 ,善行;善良;優秀,卓越; / 友善 ,擅長;關係良好"
N2,たいした,大した,490,right,45,,,たいした,大した,"45 | たいした【大した】 / 運體) 非常的,了不起的;(下接否定詞) / 爸什麼了不起 ,不怎麼樣"
N2,たまらない,堪らない,490,right,07,,,たまらない,堪らない,"7 | たまらない【堪らない】 / 旨語・形) 難堪,忍受不了;難以形容,,“ / 的不得了;按耐不信"
N2,ためらう,中踏う,491,left,48,,,ためらう,中踏う,"48 | ためらう【中踏う】 / (主) 猶豫,踹踏,遲疑,跨躋不前 / じっこう"
N2,ちかう,誓う,491,left,49,,,ちかう,誓う,"49 | ちかう【誓う】 / ut五) 發誓,起誓,宣搶 / かみ  ちか"
N2,とがる,失る,491,left,50,,,とがる,失る,50 | とがる【失る】 / (中五) 内 : 策鍋 : 神経過敏 ・ 神経緊張 / しんけい  とが
N2,なんとなく,何となく,491,left,51,,,なんとなく,何となく,"51 | なんとなく【何となく】 / 宣) (不知為何)總和覺得,不由得;無意 / なん      こころ  ひ"
N2,なんとも,,491,left,52,1,blank_writing,なんとも,,"52 | なんとも / 琅.連) 真的, 寅在 : (下接否定, / 關緊要)沒關係,沒什麼;(下接否:"
N2,ねがい,願い,491,left,53,,,ねがい,願い,53 | ねがい【願い】 / 劉) 願簿 ・心願 : 請求 : 請願 : 申請 / 請願書
N2,ふくらます,膨らます,491,right,54,,,ふくらます,膨らます,"| 54 | ふくらます【膨らます】 / | () (使)弄鼓,歇喜 / :     おね ふく"
N2,あきらめる,諦める,491,right,01,,,あきらめる,諦める,| 01 |あきらめる【諦める】 / ... (っ) 死心・放棄 : 想開       | / H    あきら
N2,あくまで(も,飽くまで(も),491,right,02,,,あくまで(も,飽くまで(も),| 02 | あくまで(も)【飽くまで(も)】 / i 食 徹底・到底 / :                がん ば
N2,あらた,新た,491,right,03,,,あらた,新た,“| 03 |あらた【新た】 / | あg)重新 新的・新鮮的 / :     けつ い    あら
N2,あらためる,改める,492,left,00,,,あらためる,改める,"0 |あらためる【改める】        | / | 研一 改正,修正,革新;檢查    | / いこ   あらた"
N2,いき,意気,492,left,05,1,duplicate_reading,いき,意気,"05 |いき【意気】 | / 入意氣,氣概,氣勢,氣魄"
N2,いし,意志,492,left,00,,,いし,意志,"0 | いし【意志】                1| / 意志,志向,心意"
N2,おいかける,追い掛ける,492,left,07,,,おいかける,追い掛ける,07 | おいかける【追い掛ける】 / GTつ 追趕;緊接著         |
N2,おう,追う,492,left,08,1,duplicate_reading,おう,追う,"08 |おう【追う】 / 倒)追;趕走;逼催 ,忙於;趨趕;追求; | / 遵循,按照"
N2,きをつける,気を付ける,492,right,01,,,きをつける,気を付ける,"1 | きをつける 【気を付ける】     區 / り 當心,人留意                           心 / わす  もの               つっ        理"
N2,けっしん,決心,492,right,02,,,けっしん,決心,2 | けっしん【決心】 / ・自他サ) 決心 ・ 決意
N2,さっさと,,492,right,03,1,blank_writing,さっさと,,"3 | さっさと / )(毫不猶豫、毫不耽擱時和 / !, 痛快地,迅速地"
N2,さっそく,早速,492,right,04,1,reading_auto_cleaned,さっそく人,早速,"4 | さっそく人【早速】 / ) 立刻 , 馬上 ・ 火球 ・ 直緊"
N2,しゅうちゅう,集中,492,right,05,,,しゅうちゅう,集中,5 | しゅうちゅう【集中】 / g・自他サ) 集中 : 作品集
N2,すくう,救う,492,right,06,,,すくう,救う,"6 | すくう【救う】 / 店 拯救搭救救援,解救;救濟, / 災,;挽救"
N2,せいぜい,精々,493,left,17,,,せいぜい,精々,"17 | せいぜい【精々】 / 罰 盡量,畫可能:最大限度,充其量 / 圓精位頑張如,"
N2,せめる,責める,493,left,18,,,せめる,責める,18 | せめる【責める】 / エー) 責備・貢問 : 昔責・折磨・推5 / 嚴加催討;馴服馬匹
N2,つねに,常に,493,left,19,,,つねに,常に,"19 | つねに【常に】 / 劉 時常,經常,總是 / つね  いっかん"
N2,なす,為す,493,left,20,,,なす,為す,"20 | なす【為す】 / 4五) (文)做,為 / ぜん  な"
N2,ねがう,願う,493,left,21,,,ねがう,願う,"21 | ねがう【願う】 / 人 請求・請願・懇求 : 願堂・希: / 祈禱,許願"
N2,のぞみ,望み,493,left,22,,,のぞみ,望み,22 | のぞみ【望み】 / を 希堂・願党・期党: 抱負・志 / 眾評
N2,はいけん,振見,493,right,23,,,はいけん,振見,| 23 | はいけん【振見】 / | 圏 お宝を拝見しましょう。 / | 軍 讓我們看看您收藏的珍診吧 !
N2,はりきる,張り切る,493,right,24,,,はりきる,張り切る,| 24 |はりきる【張り切る】 / ; ji (人五) 拉緊 緊張・幹動十足・精神百倍 / $   f   き    はたら
N2,ひっし,必死,493,right,03,,,ひっし,必死,"“| 3 |ひっし【必死】 / i (名-形動) 必死;拼命,殊死 / | 國必死|!~逃!了如,"
N2,みずから,自ら,493,right,27,,,みずから,自ら,1 27 | みずから【自ら】 / 3 (代・名・画) 我: 自己・自身 : 親身・親邊 / 中 。 みずか かえり
N2,もくひょう,目標,493,right,28,,,もくひょう,目標,1 28 | もくひょう【目標】 / 1 密 目標指標 / :   もくひょう
N2,あいじょう,愛情,494,left,00,,,あいじょう,愛情,"0 |あいじょう【愛情】     是 / 02 | あいする【愛する】         1 / 4愛,愛慕;喜愛,有愛情,疼愛, ji."
N2,あいする,愛する,494,left,02,,,あいする,愛する,"02 | あいする【愛する】         1 / 4愛,愛慕;喜愛,有愛情,疼愛, ji. / あい                  :"
N2,あこがれる,憧れる,494,left,03,,,あこがれる,憧れる,"03 | あこがれる【憧れる】         和 / 全二嚮往,憧憬,愛慕 ;眷戀    二 / あこが                 H"
N2,いやがる,嫌がる,494,left,04,,,いやがる,嫌がる,"04 |いやがる【嫌がる】 / 三) 討厭 , 不願意,逃避      1 / いや   あい て"
N2,うらぎる,裏切る,494,left,05,,,うらぎる,裏切る,05 |うらぎる【裏切る】         i / 人 背叔・出責・医英幸負 ・ 埋育  1・ / 回期待を裏切る。        1 1
N2,かかえる,抱える,494,left,06,,,かかえる,抱える,"06 | かかえる【抱える】          本 / 人“下ー) (雙手)抱著,夾(在腋下);擔當,' / あたま 。 かか               :"
N2,きにいる,気に入る,494,right,,,,きにいる,気に入る,"| きにいる【気に入る】 / W) 稱心如意,喜歡,寵愛       N2 / ] プレゼントを気に入る。        區"
N2,きらう,嫌う,494,right,,,,きらう,嫌う,"| きらう【嫌う】              威 / 選 嫌惡,厭坦;憎惡;區別      全 / せけん きら"
N2,こい,恋,494,right,,,,こい,恋,"| こい【恋】 / ー自他す) 戀,戀愛 : 着鐵 / |恋に落ちる。"
N2,このみ,好み,494,right,,,,このみ,好み,"| このみ 【好み】 / 愛好,喜歡,願意 / この    あ"
N2,このむ,好む,494,right,,,,このむ,好む,"| このむ【好む】 / 五) 愛好,喜歡,願意;挑選,希鹿 ; / 行,時尚"
N2,しつれん,失恋,494,right,,,,しつれん,失恋,| しつれん【失恋】 / ・自) 失戀 / しつれん   お こ
N2,すききらい,好き嫌い,495,left,13,,,すききらい,好き嫌い,"13 | すききらい【好き嫌い】 / 好惡,喜好和厭惡;挑肥揀瘦,挑剔 / ら    はげ    せいかく"
N2,すきずき,好き好き,495,left,14,,,すきずき,好き好き,"14 | すきずき【好き好き】 / (名・副・自す) (各人)喜好不同,不同的喜好 / 「 ぐ   むし   す   ず"
N2,ひにく,皮肉,495,left,15,,,ひにく,皮肉,"15 | ひにく【皮肉】 / (名・形生) 皮和肉;挖苦 ,諷刺 ,冷嘲熱諷: / 令人啼笑皆非"
N2,ひひょう,批評,495,left,17,,,ひひょう,批評,"17 | ひひょう【批評】 / (名・他め 批評,批論 / 較近評を受け止める。"
N2,ふへい,不平,495,left,18,,,ふへい,不平,"18 | ふへい【不平】 / (名形 不平,不滿意,牢騷 / 較 不平を言う。"
N2,あわれ,哀れ,495,right,01,,,あわれ,哀れ,"01 | あわれ【哀れ】 / | (名:生) 可憐 憐憫;悲哀 ,哀愁;情趣, / i 風韻"
N2,いきなり,,495,right,92,1,blank_writing,いきなり,,92 | いきなり / : 食 突然・冷不防・馬上就...
N2,うかべる,浮かべる,495,right,08,,,うかべる,浮かべる,"os |うかべる【浮かべる】 / | (包F 浮,泛;露出;想起 ・"
N2,うく,浮く,495,right,04,,,うく,浮く,"04 |うく【浮く】 / ・ (時) 和飄浮;動搖,鬆動;高興,愉快;"
N2,かなしむ,悲しむ,495,right,95,,,かなしむ,悲しむ,". 1 95 |かなしむ【悲しむ】 / i () 威到悲傷,痛心,可歐"
N2,かわいそう,可哀相・可哀想,495,right,0e,,,かわいそう,可哀相・可哀想,| oe | かわいそう【可哀相・可哀想】 / : (形動) 可憐
N2,きつい,,496,left,07,1,blank_writing,きつい,,"07 |きつい / # 嚴厲的 '嚴苛的;剛強,要強;緊的,"
N2,くるしい,苦しい,496,left,01,,,くるしい,苦しい,。 1 |くるしい【苦しい】       | / “點艱苦;困難;難過;勉強 / 、 回家計が苦しい。
N2,くるしむ,昔しむ,496,left,02,,,くるしむ,昔しむ,"2 |くるしむ【昔しむ】      | / 。 全) 威到痛苦,威到難受 / |       りかい <                               3"
N2,くろう,苦労,496,left,03,,,くろう,苦労,"3 |くろう【苦労】                    | / 和8自信) 辛苦,辛勞"
N2,こんなん,困難,496,right,04,,,こんなん,困難,"4 | こんなん【困難】                 區 / 一) 困難 , 困境;窮困       中 / こんなん。 うぅ か                 理"
N2,しつぼう,失望,496,right,05,,,しつぼう,失望,5 | しつぼう【失望】 / 名・他サ) 失鹿 / しつぼう  きん
N2,つきあたる,突き当たる,496,right,06,,,つきあたる,突き当たる,"6 | つきあたる【突き当たる】 / 五) 撞上 ,碰上;走到道路的盡頭;(轉) / 上,碰到(問題)"
N2,つらい,辛い,496,right,07,,,つらい,辛い,"7 | つらい【辛い】- / 有・接尾) 痛苦的,難受的,吃不消 刻 / 的 ・残酷的 : 難...・ 不便..."
N2,なでさめる,慰める,496,right,08,,,なでさめる,慰める,8 | なでさめる【慰める】 / ごと  なぐさ / 』心を慰める。
N2,ひげき,悲劇,496,right,09,,,ひげき,悲劇,9 | ひげき【悲劇】 / 5) 悲劇 / ひげき かさ
N2,ふうん,不運,497,left,20,,,ふうん,不運,"20 | ふうん【不運】 / る・形) 運氣不好的,倒楣的',不幸的 / 圓 不運に見舞われる。"
N2,ます,増す,497,left,21,,,ます,増す,"21 | ます【増す】 / (中五・他五) (數量)增加,增長,增多;(程 / 度)增進,增高;勝過,變的更甚"
N2,みじめ,惨め,497,left,22,,,みじめ,惨め,22 | みじめ【惨め】 / (形動) 懐惨・ 惨痛 / みじ     せいかつ   おく
N2,あばれる,暴れる,497,left,01,1,reading_auto_cleaned,あばれる人,暴れる,"01 | あばれる人【暴れる】 / (年二 胡同 : 放蕩,橫衝直撞 / おお     あば"
N2,あやうい,危うい,497,left,02,,,あやうい,危うい,"|    02 | あやうい【危うい】 / 物 危險的;令人擔憂,靠不住 / あや                た"
N2,えらい,偉い,497,left,03,,,えらい,偉い,"03 | えらい【偉い】 / w 偉大 卓越,了不起 : (地位)高・(』 / 分)高貴 : (出乎意料)嚴重"
N2,おそれる,恐れる,497,right,04,,,おそれる,恐れる,"| 04 | おそれる【恐れる】 / (自下一) 害怕,恐懼;擔心"
N2,和三五LtvA,恐太Lu,497,right,08,1,unexpected_reading_chars;suspicious_reading,和三五LtvA,恐太Lu,"| os |和三五LtvA【恐太Lu】 / i 他 可怕;驚人,非常,厲害"
N2,扳寐大牙,容國才,497,right,0e,1,unexpected_reading_chars;suspicious_reading,扳寐大牙,容國才,"oe | 扳寐大牙【容國才】 / | (5) 威個,逼迫;嚇哇"
N2,おどろかす,驚かす,497,right,07,,,おどろかす,驚かす,| 07 | おどろかす【驚かす】 / | 5 人攻守 / 3  せ けん おどろ
N2,おもいがけない,思い掛けない,497,right,08,,,おもいがけない,思い掛けない,| 08 | おもいがけない【思い掛けない】 / i 16 意想不到的・偶然的・意外的
N2,きみがわるい,気味が悪い,497,right,09,,,きみがわるい,気味が悪い,09 | きみがわるい【気味が悪い】 / . | @ 毛骨悚然的;令人不快的
N2,きみよう,庁妙,498,left,10,,,きみよう,庁妙,"10 |きみよう【庁妙】          1【 / 8) 奇怪+,出奇,奇異,奇妙    i 8"
